資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
30-006-01	世俗諺文_天理大学図書館	256	158	謙	謙	謙	謙ス			1		平	平	キム	キム					1903	
30-006-01	世俗諺文_天理大学図書館	257	159	句	句	句	句			1		去	去							1904	
30-006-01	世俗諺文_天理大学図書館	258	160	振	振	振玉	振玉			1		平	平＊							1904	
30-006-01	世俗諺文_天理大学図書館	259	161	鑽	鑽	鑽仰	鑽仰			1		去	去上濁							1905	
30-006-01	世俗諺文_天理大学図書館	260	161	仰	仰	鑽仰	鑽仰			2		上濁	去上濁							1905	
30-006-01	世俗諺文_天理大学図書館	261	162	古	古	古僕	古僕			1		去	去入軽	コ	コ＊					1905	
30-006-01	世俗諺文_天理大学図書館	262	162	僕	僕	古僕	古僕			2		入軽	去入軽		コ＊					1905	
30-006-01	世俗諺文_天理大学図書館	263	163	參	参	參州	参州			1		平軽	平軽平							1905	
30-006-01	世俗諺文_天理大学図書館	264	163	州	州	參州	参州			2		平	平軽平							1905	
30-006-01	世俗諺文_天理大学図書館	265	164	刺	刺	刺史	刺史			1				シ	シシ					1905	
30-006-01	世俗諺文_天理大学図書館	266	164	史	史	刺史	刺史			2				シ	シシ					1905	
30-006-01	世俗諺文_天理大学図書館	267	165	擧	挙	擧直	挙直			1		去	去入軽							1905	
30-006-01	世俗諺文_天理大学図書館	268	165	直	直	擧直	挙直			2		入軽	去入軽							1905	
30-006-01	世俗諺文_天理大学図書館	269	166	撰	撰	撰集	撰集			1		上	上入軽							1905	
30-006-01	世俗諺文_天理大学図書館	270	166	集	集	撰集	撰集			2		入軽	上入軽							1905	
30-006-01	世俗諺文_天理大学図書館	271	167	朝	朝	朝	朝			1		平	平							1906	
30-006-01	世俗諺文_天理大学図書館	272	168	詩	詩	詩	詩			1		平	平							1906	
30-006-01	世俗諺文_天理大学図書館	273	169	命	命	命	命ス			1		去	去							1906	
30-006-01	世俗諺文_天理大学図書館	274	170	揖	揖	揖	揖ス			1				イフ	イフ					1907	フ虫食い
30-006-01	世俗諺文_天理大学図書館	275	171	孔	孔	孔門	孔門			1		上	上平	コウ	コウ＊					1907	
30-006-01	世俗諺文_天理大学図書館	276	171	門	門	孔門	孔門			2		平	上平		コウ＊					1907	
30-006-01	世俗諺文_天理大学図書館	277	172	藤	藤	藤雄	藤雄			1		平	平平							1907	
30-006-01	世俗諺文_天理大学図書館	278	172	雄	雄	藤雄	藤雄			2		平	平平							1907	
30-006-01	世俗諺文_天理大学図書館	279	173	撰	撰	撰	撰ス			1		上	上							1907	
30-006-01	世俗諺文_天理大学図書館	280	174	雌	雌	雌黄	雌黄			1			＊上	シ	シワウ					1908	
30-006-01	世俗諺文_天理大学図書館	281	174	黄	黄	雌黄	雌黄			2		上	＊上	ワウ	シワウ					1908	
30-006-01	世俗諺文_天理大学図書館	282	175	端	端	端尹	端尹			1		平	平上							1908	
30-006-01	世俗諺文_天理大学図書館	283	175	尹	尹	端尹	端尹			2		上	平上							1908	
30-006-01	世俗諺文_天理大学図書館	284	176	適	適	適容	適容			1		入軽	入軽平							1908	
30-006-01	世俗諺文_天理大学図書館	285	176	容	容	適容	適容			2		平	入軽平							1908	
30-006-01	世俗諺文_天理大学図書館	286	177	所	所	所言	所言			1		去	去平濁							1908	
30-006-01	世俗諺文_天理大学図書館	287	177	言	言	所言	所言			2		平濁	去平濁							1908	
30-006-01	世俗諺文_天理大学図書館	288	178	侃	侃	侃侃如	侃侃如			1		去	去＊平濁	カン	カンカンシヨ					1908	
30-006-01	世俗諺文_天理大学図書館	289	178	侃	侃	侃侃如	侃侃如			2			去＊平濁	カン	カンカンシヨ					1908	踊り字
30-006-01	世俗諺文_天理大学図書館	290	178	如	如	侃侃如	侃侃如			3		平濁	去＊平濁	シヨ	カンカンシヨ					1908	
30-006-01	世俗諺文_天理大学図書館	291	179	_	_	__如	__如			1		平濁	平濁＊＊	キン	キンキン＊					1908	
30-006-01	世俗諺文_天理大学図書館	292	179	_	_	__如	__如			2			平濁＊＊	キン	キンキン＊					1908	踊り字
30-006-01	世俗諺文_天理大学図書館	293	180	老	老	老爛	老爛			1		上	上去							2001	
30-006-01	世俗諺文_天理大学図書館	294	180	爛	爛	老爛	老爛			2		去	上去							2001	
30-006-01	世俗諺文_天理大学図書館	295	181	閑	閑	閑散	閑散			1		平	平去濁	カン	カンサン					2001	
30-006-01	世俗諺文_天理大学図書館	296	181	散	散	閑散	閑散			2		去濁	平去濁	サン	カンサン					2001	
30-006-01	世俗諺文_天理大学図書館	297	182	抄	抄	抄寫役	抄写役			1		去	去去入軽							2001	
30-006-01	世俗諺文_天理大学図書館	298	182	寫	写	抄寫役	抄写役			2		去	去去入軽							2001	
30-006-01	世俗諺文_天理大学図書館	299	182	役	役	抄寫役	抄写役			3		入軽	去去入軽							2001	
30-006-01	世俗諺文_天理大学図書館	300	183	月	月	月餘	月餘			1		入濁	入濁平							2001	
30-006-01	世俗諺文_天理大学図書館	301	183	餘	餘	月餘	月餘			2		平	入濁平							2001	
30-006-01	世俗諺文_天理大学図書館	302	184	端	端	端尹	端尹			1		平	平上							2002	
30-006-01	世俗諺文_天理大学図書館	303	184	尹	尹	端尹	端尹			2		上	平上							2002	
30-006-01	世俗諺文_天理大学図書館	304	185	親	親	所親	所親			2		平	＊平							2002	
30-006-01	世俗諺文_天理大学図書館	305	186	_	_	_忽	_忽			1		上	上＊	クヰヤウ	クヰヤウコツ					2003	
30-006-01	世俗諺文_天理大学図書館	306	186	忽	忽	_忽	_忽			2			上＊	コツ	クヰヤウコツ					2003	
30-006-01	世俗諺文_天理大学図書館	307	187	幸	幸	度幸	度幸			2		去	＊去							2003	
30-006-01	世俗諺文_天理大学図書館	308	188	僕	僕	僕	僕			1				ホク	ホク					2004	
30-006-01	世俗諺文_天理大学図書館	309	189	家	家	百家	百家			2		平／去	＊平／＊去							2004	
30-006-01	世俗諺文_天理大学図書館	310	190	九	九	九流	九流			1		上	上平							2004	
30-006-01	世俗諺文_天理大学図書館	311	190	流	流	九流	九流			2		平	上平							2004	
30-006-01	世俗諺文_天理大学図書館	312	191	庭	庭	庭訓	庭訓			1		平	平去							2005	
30-006-01	世俗諺文_天理大学図書館	313	191	訓	訓	庭訓	庭訓			2		去	平去							2005	
30-006-01	世俗諺文_天理大学図書館	314	192	獻	献	獻	献ス			1		去	去							2006	
30-006-01	世俗諺文_天理大学図書館	315	193	諺	諺	俗諺	俗諺			2		去濁	＊去濁	ケム	＊ケム					2006	
30-006-01	世俗諺文_天理大学図書館	316	194	經	経	經籍	経籍			1		平	平入軽							2007	
30-006-01	世俗諺文_天理大学図書館	317	194	籍	籍	經籍	経籍			2		入軽	平入軽							2007	
30-006-01	世俗諺文_天理大学図書館	318	195	釋	釈	釋典	釈典			1		入軽	入軽上	シヤク	シヤク＊					2007	
30-006-01	世俗諺文_天理大学図書館	319	195	典	典	釋典	釈典			2		上	入軽上		シヤク＊					2007	
30-006-01	世俗諺文_天理大学図書館	320	196	書	書	儒書	儒書			2		上	＊上							2007	声点は上の「儒」のものか
30-006-01	世俗諺文_天理大学図書館	321	197	街	街	街談	街談			1			＊平	カイ	カイ＊					2007	
30-006-01	世俗諺文_天理大学図書館	322	197	談	談	街談	街談			2		平	＊平		カイ＊					2007	
30-006-01	世俗諺文_天理大学図書館	323	198	巷	巷	巷説	巷説			1		去	去入軽	カウ	カウ＊					2007	
30-006-01	世俗諺文_天理大学図書館	324	198	説	説	巷説	巷説			2		入軽	去入軽		カウ＊					2007	
30-006-01	世俗諺文_天理大学図書館	325	199	抱	抱	抱朴子	抱朴子			1				ハウ	ハウ＊＊					2008	
30-006-01	世俗諺文_天理大学図書館	326	200	管	管	管見	管見			1		上	上去							2009	
30-006-01	世俗諺文_天理大学図書館	327	200	見	見	管見	管見			2		去	上去							2009	
30-006-01	世俗諺文_天理大学図書館	328	201	漏	漏	漏略	漏略			1		去	去入軽							2101	
30-006-01	世俗諺文_天理大学図書館	329	201	略	略	漏略	漏略			2		入軽	去入軽							2101	
30-006-01	世俗諺文_天理大学図書館	330	202	編	編	編録	編録			1		平	平入							2102	
30-006-01	世俗諺文_天理大学図書館	331	202	録	録	編録	編録			2		入	平入							2102	
30-006-01	世俗諺文_天理大学図書館	332	203	裨	裨	裨補	裨補			1		去	去去							2102	
30-006-01	世俗諺文_天理大学図書館	333	203	補	補	裨補	裨補			2		去	去去							2102	
30-006-01	世俗諺文_天理大学図書館	334	204	類	類	類	類			1		去	去							2103	
30-006-01	世俗諺文_天理大学図書館	335	205	譴	譴	譴函	譴函			1		去	去平							2104	
30-006-01	世俗諺文_天理大学図書館	336	205	函	函	譴函	譴函			2		平	去平							2104	
30-006-01	世俗諺文_天理大学図書館	337	206	戎	戎	征戎	征戎			1		去	去＊							2104	
30-006-01	世俗諺文_天理大学図書館	338	207	幽	幽	幽奧	幽奥			1		平	平去							2104	
30-006-01	世俗諺文_天理大学図書館	339	207	奧	奥	幽奧	幽奥			2		去	平去							2104	
30-006-01	世俗諺文_天理大学図書館	340	208	微	微	微旨	微旨			1		平濁	平濁去	ヒ	ヒシ					2104	
30-006-01	世俗諺文_天理大学図書館	341	208	旨	旨	微旨	微旨			2		去	平濁去	シ	ヒシ					2104	
30-006-01	世俗諺文_天理大学図書館	342	209	_	_	__	__			1		平	平平							2104	
30-006-01	世俗諺文_天理大学図書館	343	209	_	_	__	__			2		平	平平							2104	
30-006-01	世俗諺文_天理大学図書館	344	210	言	言	言証	言証			1		平濁	平濁平軽							2105	
30-006-01	世俗諺文_天理大学図書館	345	210	証	証	言証	言証			2		平軽	平濁平軽							2105	
30-006-01	世俗諺文_天理大学図書館	346	211	張	張	張安世	張安世			1		平	平平去							2105	
30-006-01	世俗諺文_天理大学図書館	347	211	安	安	張安世	張安世			2		平	平平去							2105	
30-006-01	世俗諺文_天理大学図書館	348	211	世	世	張安世	張安世			3		去	平平去							2105	
30-006-01	世俗諺文_天理大学図書館	349	212	蘇	蘇	蘇武	蘇武			1		平	平去							2105	
30-006-01	世俗諺文_天理大学図書館	350	212	武	武	蘇武	蘇武			2		去	平去							2105	
30-006-01	世俗諺文_天理大学図書館	351	213	_	_	_方進	_方進			1		入軽	入軽平去	テキ	テキ＊＊					2106	
30-006-01	世俗諺文_天理大学図書館	352	213	方	方	_方進	_方進			2		平	入軽平去		テキ＊＊					2106	
30-006-01	世俗諺文_天理大学図書館	353	213	進	進	_方進	_方進			3		去	入軽平去		テキ＊＊					2106	
30-006-01	世俗諺文_天理大学図書館	354	214	擧	挙	擧	挙ス			1		上	上							2106	
30-006-01	世俗諺文_天理大学図書館	355	215	薩	薩	薩宣	薩宣			1		入軽	入軽平軽	セツ	セツ＊					2106	
30-006-01	世俗諺文_天理大学図書館	356	215	宣	宣	薩宣	薩宣			2		平軽	入軽平軽		セツ＊					2106	
30-006-01	世俗諺文_天理大学図書館	357	216	理	理	理	理			1		去	去							2108	
30-006-01	世俗諺文_天理大学図書館	358	217	牛	牛	牛_	牛_			1		平軽	平軽平		＊シム					2201	
30-006-01	世俗諺文_天理大学図書館	359	217	_	_	牛_	牛_			2		平	平軽平	シム	＊シム					2201	
30-006-01	世俗諺文_天理大学図書館	360	218	才	才	才	才			1		平	平							2201	
30-006-01	世俗諺文_天理大学図書館	361	219	宗	宗	宗	宗ス			1		平	平							2201	
30-006-01	世俗諺文_天理大学図書館	362	220	涓	涓	涓露	涓露			1		平	平＊	ケム	ケム＊					2201	
30-006-01	世俗諺文_天理大学図書館	363	221	鼇	鼇	鼇海	鼇海			1		入軽濁	入軽濁平濁	カウ	カウ＊					2201	
30-006-01	世俗諺文_天理大学図書館	364	221	海	海	鼇海	鼇海			2		平濁	入軽濁平濁		カウ＊					2201	上の字の声点か
30-006-01	世俗諺文_天理大学図書館	365	222	端	端	端尹	端尹			1		平	平上							2202	
30-006-01	世俗諺文_天理大学図書館	366	222	尹	尹	端尹	端尹			2		上	平上							2202	
30-006-01	世俗諺文_天理大学図書館	367	223	採	採	採覽	採覧			1		上	上上							2202	
30-006-01	世俗諺文_天理大学図書館	368	223	覽	覧	採覽	採覧			2		上	上上							2202	
30-006-01	世俗諺文_天理大学図書館	369	224	神	神	神	神			1		平	平							2207	
30-006-01	世俗諺文_天理大学図書館	370	225	神	神	神	神			1		平	平							2208	
30-006-01	世俗諺文_天理大学図書館	371	226	禮	礼	非禮	非礼			2		上	＊上	レイ	＊レイ					2208	
30-006-01	世俗諺文_天理大学図書館	372	227	晋	晋	晋	晋			1		去	去	シン	シン					2209	
30-006-01	世俗諺文_天理大学図書館	373	228	李	李	李克	李克			1		去	去入軽	リ	リコク					2209	
30-006-01	世俗諺文_天理大学図書館	374	228	克	克	李克	李克			2		入軽	去入軽	コク	リコク					2209	
30-006-01	世俗諺文_天理大学図書館	375	229	申	申	申生	申生			1		平軽	平軽平軽	シン	シンセイ					2209	
30-006-01	世俗諺文_天理大学図書館	376	229	生	生	申生	申生			2		平軽	平軽平軽	セイ	シンセイ					2209	
30-006-01	世俗諺文_天理大学図書館	377	230	神	神	神	神			1		平	平							2209	
30-006-01	世俗諺文_天理大学図書館	378	231	非	非	非族	非族			1		平	平＊							2209	
30-006-01	世俗諺文_天理大学図書館	379	232	文	文	法華文句	法華文句			3		去	＊＊去平濁							2302	
30-006-01	世俗諺文_天理大学図書館	380	232	句	句	法華文句	法華文句			4		平濁	＊＊去平濁							2302	
30-006-01	世俗諺文_天理大学図書館	381	233	王	王	王	王			1		去	去							2303	
30-006-01	世俗諺文_天理大学図書館	382	234	智	智	智光	智光			1		平	平去							2307	
30-006-01	世俗諺文_天理大学図書館	383	234	光	光	智光	智光			2		去	平去							2307	
30-006-01	世俗諺文_天理大学図書館	384	235	觀	観	觀□	観□			1		去	去＊							2307	
30-006-01	世俗諺文_天理大学図書館	385	236	愛	愛	愛	愛ス			1		去	去							2308	
30-006-01	世俗諺文_天理大学図書館	386	237	精	精	精勤	精勤			1		去	去平濁							2308	
30-006-01	世俗諺文_天理大学図書館	387	237	勤	勤	精勤	精勤			2		平濁	去平濁							2308	
30-006-01	世俗諺文_天理大学図書館	388	238	修	修	修習	修習			1		去	去＊							2308	
30-006-01	世俗諺文_天理大学図書館	389	239	化	化	化	化ス			1		平	平							2402	
30-006-01	世俗諺文_天理大学図書館	390	240	寂	寂	寂滅	寂滅			1		入軽濁	入軽濁入軽							2403	
30-006-01	世俗諺文_天理大学図書館	391	240	滅	滅	寂滅	寂滅			2		入軽	入軽濁入軽							2403	
30-006-01	世俗諺文_天理大学図書館	392	241	阿	阿	阿含經	阿含経			1		平	平去濁上濁							2405	
30-006-01	世俗諺文_天理大学図書館	393	241	含	含	阿含經	阿含経			2		去濁	平去濁上濁							2405	
30-006-01	世俗諺文_天理大学図書館	394	241	經	経	阿含經	阿含経			3		上濁	平去濁上濁							2405	
30-006-01	世俗諺文_天理大学図書館	395	242	_	_	_舎離	_舎離			1		去濁	去濁去＊	ヒ	ヒシヤリ					2405	
30-006-01	世俗諺文_天理大学図書館	396	242	舎	舎	_舎離	_舎離			2		去	去濁去＊	シヤ	ヒシヤリ					2405	
30-006-01	世俗諺文_天理大学図書館	397	242	離	離	_舎離	_舎離			3			去濁去＊	リ	ヒシヤリ					2405	
30-006-01	世俗諺文_天理大学図書館	398	243	大	大	大林	大林			1		平濁	平濁去							2405	
30-006-01	世俗諺文_天理大学図書館	399	243	林	林	大林	大林			2		去	平濁去							2405	
30-006-01	世俗諺文_天理大学図書館	400	244	露	露	露地	露地			1		平	平平濁							2406	
30-006-01	世俗諺文_天理大学図書館	401	244	地	地	露地	露地			2		平濁	平平濁							2406	
30-006-01	世俗諺文_天理大学図書館	402	245	_	_	_猴	_猴			1			＊上濁	ミ	ミコ					2406	
30-006-01	世俗諺文_天理大学図書館	403	245	猴	猴	_猴	_猴			2		上濁	＊上濁	コ	ミコ					2406	
30-006-01	世俗諺文_天理大学図書館	404	246	蜜	蜜	蜜	蜜			1		入軽	入軽							2501	
30-006-01	世俗諺文_天理大学図書館	405	247	奉	奉	奉上	奉上			1		平濁	平濁平濁	フウ	フウ＊					2501	奉ス？
30-006-01	世俗諺文_天理大学図書館	406	247	上	上	奉上	奉上			2		平濁	平濁平濁		フウ＊					2501	
30-006-01	世俗諺文_天理大学図書館	407	248	_	_	_猴	_猴			1		去	去上濁	ミ	ミコ					2501	
30-006-01	世俗諺文_天理大学図書館	408	248	猴	猴	_猴	_猴			2		上濁	去上濁	コ	ミコ					2501	
30-006-01	世俗諺文_天理大学図書館	409	249	_	_	_猴	_猴			1				ミ	ミコ					2502	
